Origin	Trademark	logo	International Classes	Status	Application No	Application Date	Registration No	Registration Date	Next Renewal Due	他项权利	Registered Owner	certificate
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		20	Registered	0116172	05-Sep-2000	0116172	30-Nov-2000	30-Nov-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		09,18,25	Registered	972242	30-Aug-2000	0674559	30-Aug-2000	30-Aug-2020	无	MISS SIXTY INVESTMENTS SA	打不开
	MISS SIXTY (nuovo logo)		25	Registered	112811	02-Apr-2003	112811	02-Apr-2003	02-Apr-2023	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		25	Registered	0116166	05-Sep-2000	116166	30-Nov-2000	30-Nov-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		18	Registered	0116168	05-Sep-2000	116168	30-Nov-2000	30-Nov-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		09,18,25	Registered	MI2002C011495	27-Nov-2002	1513823	07-Jun-2006	27-Nov-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		18	Registered	23799	17-Oct-2000	23799	03-Oct-2004	17-Oct-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		25	Registered	23800	17-Oct-2000	23800	16-Oct-2004	17-Oct-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		18	Registered	24181	13-Nov-2000	24181	29-Jan-2007	13-Nov-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		25	Registered	24182	13-Nov-2000	24182	29-Jan-2007	13-Nov-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		09,18	Registered	76/194684	16-Jan-2001	2648374	12-Nov-2002	12-Nov-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		18	Registered	32237	06-Sep-2000	32237	06-Sep-2000	06-Sep-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		25	Registered	32238	06-Sep-2000	32238	18-Apr-2002	06-Sep-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		09	Registered	47559	11-May-2002	38001	21-Apr-2003	11-May-2022	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		09	Registered	38864	17-Apr-2003	38864	17-Apr-2003	17-Apr-2023	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		25	Registered	39709	22-Sep-2003	39709	20-Nov-2005	22-Sep-2023	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (nuovo logo)		18	Registered	39708	22-Sep-2003	39708	20-Nov-2005	22-Sep-2023	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY (nuovo logo)		25	Registered	44011	05-Jun-2003	44011	25-Jun-2008	04-Jun-2018	无	SIXTY INTERNATIONAL S.A.	
IR-Prot.	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		09,18,25	Registered	753820	14-Feb-2001	753820	14-Feb-2001	14-Feb-2021	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		18,25	Registered	EE001744	01-Sep-2000	EE001744	01-Sep-2000	01-Sep-2025	无	SIXTY INTERNATIONAL S.A.	
IR-Prot.	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY CAFE'		30, 32, 43	Registered	003434313	23-Oct-2003	003434313	20-Apr-2005	23-Oct-2023	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY CAFE'		43	Registered	109200	21-Dec-2006	109200	21-Dec-2006	21-Dec-2021	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY CAFE'		42	Registered	81448	02-Dec-2006	111429	17-Nov-2013	01-Dec-2026	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY CAFE'		43	Registered	195890	03-Dec-2006	195890	06-Aug-2008	03-Dec-2026	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY CAFE'		43	Registered	42642	04-Dec-2006	42642	13-Apr-2008	04-Dec-2026	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY CAFE'		9, 16, 18, 24, 25, 30, 32, 43	Registered	1112562	29-May-2006	801310	07-Jun-2006	29-May-2026	无	MISS SIXTY INVESTMENTS SA	打不开
	MISS SIXTY CAFE'		43	Registered	828876274	04-Dec-2006	828876274	02-Aug-2011	02-Aug-2021	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY CAFE'		43	Registered	88136	04-Dec-2006	88630	18-May-2008	04-Dec-2026	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY CAFE'		43	Registered	111728	04-Dec-2006	929/99	02-Jul-2007	26-Apr-2026	无	SIXTY INTERNATIONAL S.A.	
IR-Prot.	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908 726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	打不开
IR-Prot.	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908 726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908 726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908 726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY CAFE'		43	Registered		28-Nov-2006	908 726	28-Nov-2006	28-Nov-2026	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY ELIXIR		3	Registered	1109493	10-Apr-2006	798618	19-Apr-2006	10-Apr-2026	无	MISS SIXTY INVESTMENTS SA	打不开
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY ELIXIR		3	Registered		04-Oct-2006	902 149	04-Oct-2006	04-Oct-2026	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY HECHO IN PANAMA		25	Registered	6130	25-Apr-1995	70696	30-Aug-1995	30-Aug-2025	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY NEW FLAVOR & Angel device		25	Registered	96047915	09-Sep-1996	195332	19-Mar-2007	19-Mar-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY Wearever Me		9, 14, 18, 25	Registered	011096419	03-Aug-2012	011096419	13-Dec-2012	03-Aug-2022	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	打不开
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
CTM	RE-MIXX SIXTY		9, 18, 25	Registered	003802923	04-May-2004	003802923	12-Aug-2005	04-May-2024	无	MISS SIXTY INVESTMENTS SA	
