Origin	Trademark	logo	International Classes	Status	Application No	Application Date	Registration No	Registration Date	Next Renewal Due	他项权利	Registered Owner	certificate
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	09-Jul-2004	794649	09-Jul-2004	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	09-Jul-2004	794649	09-Jul-2004	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	21-Jul-2009	794649	21-Jul-2009	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		03,09,14,18,25	Registered	794649	10-Oct-2002	794649	10-Oct-2002	10-Oct-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		18	Registered	92579	10-Oct-2004	798/8	03-Aug-2005	05-Mar-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		3	Registered	92578	10-Oct-2004	798/7	03-Aug-2005	05-Mar-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		14	Registered	826946909	07-Jan-2005	826946909	18-Oct-2011	18-Oct-2021	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY		03	Registered	823726169	09-Apr-2001	823726169	26-Oct-2010	26-Oct-2020	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY		3	Registered	2004-03818	25-Nov-2004	82851	14-Jul-2005	13-Jul-2025	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	2004-00395	09-Feb-2004	80155	22-Sep-2004	21-Sep-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		18	Registered	648638	25-Mar-2004	873048	28-Mar-2005	25-Mar-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	95560	19-Mar-2005	842/59	27-May-2006	12-Aug-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		9	Registered	871.565	22-Jul-2009	877.700	02-Mar-2010	02-Mar-2020	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		9	Registered	107949	25-Nov-2009	90138	29-Mar-2011	24-Nov-2019	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		3	Registered	18383/2004	06-Oct-2004	94428	25-Jul-2005	25-Jul-2025	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		25	Registered	94/2932	21-Mar-1994	94/2932	06-Sep-1996	21-Mar-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	2004038201	11-Feb-2004	98 Book 30	17-Jan-2005	17-Jan-2025	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	103897	14-Jun-2009	96386	29-Jan-2012	13-Jun-2019	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	82303	27-Jun-2006	96801	16-Sep-2009	27-Jun-2026	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		25	Registered	16392/2006	28-Apr-2006	99.534	22-Jan-2007	22-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		18	Registered	16391/2006	28-Apr-2006	99.869	15-Feb-2007	15-Feb-2027	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		18	Registered	99641	04-Oct-2004	99641	04-Oct-2004	04-Oct-2019	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		3	Registered	98823	22-Jul-2004	98823	22-Jul-2004	22-Jul-2019	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		18	Registered	1231952	28-Sep-2004	TMA 705927	29-Jan-2008	29-Jan-2023	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		18	Registered	TM2004.0200	23-Sep-2004	TM8832	05-Dec-2005	05-Dec-2025	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY		9	Registered	2009-014618	08-Sep-2009	P306527	26-Oct-2010	26-Oct-2025	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		9	Registered	09-12889	10-Aug-2009	P304815	23-Jul-2010	23-Jul-2025	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		18	Registered	2006-028876	12-Dec-2006	P280971	06-Sep-2007	05-Sep-2017	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY		9, 14, 25	Registered	1375420	10-Dec-2007	TMA733,778	03-Feb-2009	03-Feb-2024	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		3	Registered	1221025	21-Jun-2004	TMA691,460	06-Jul-2007	06-Jul-2022	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY		3, 9, 14	Registered	EE.091991	24-Sep-2009	TN/E/2009/1991	11-Aug-2010	24-Sep-2019	无	SIXTY INTERNATIONAL S.A.	打不开
	MISS SIXTY		25	Registered	35.151	22-Mar-2013	35,151		22-Mar-2023	无	MISS SIXTY INVESTMETNS S.A.	
CTM	MISS SIXTY		12	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	09-Jun-2021	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY		12	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	09-Jun-2021	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	0/06/2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
CTM	MISS SIXTY		12	Registered	Registered	010032001	09-Jun-2011	10032001	19-Oct-2011	无	09-Jun-2021	MISS SIXTY INVESTMENTS SA
	MISS SIXTY (flower/flower)		3, 9, 16, 18, 25	Registered	AN95C000134	04-Aug-1995	0001145278	10-Feb-1998	04-Aug-2025	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		03,09,16,25	Registered	AN97C000004	07-Jan-1997	0001269782	26-Feb-1997	07-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	打不开
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered		09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (grafia)		3, 14, 16, 25	Registered	000443887	09-Jan-1997	000443887	23-Jun-1999	09-Jan-2027	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		25	Registered	1922-99	10-Mar-1999	109116	13-Feb-2001	12-Feb-2021	无	SIXTY INTERNATIONAL S.A.	对应的文件不是此商标的
	MISS SIXTY (grafia)		25	Registered	109573	08-Jan-1997	109573	08-Jan-2004	08-Jan-2018	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	27440	17-Mar-1997	23120	10-Mar-2004	17-Mar-2024	无	MISS SIXTY INVESTMENTS SA	打不开
	MISS SIXTY (grafia)		25	Registered	17787	31-Dec-1998	355074	20-Jun-2001	20-Jun-2021	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	46432	30-Jul-1997	46432	13-Jul-1998	30-Jul-2024	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	834958	29-Jan-1997	519093	04-Nov-1999	04-Nov-2029	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		25	Registered	0072144	17-Dec-1998	4852	26-Jul-2000	26-Jul-2020	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	9876668	31-Dec-1998	53434	22-Mar-1999	22-Mar-2019	无	SIXTY INTERNATIONAL S.A.	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Agr.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Agr.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Agr.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Agr.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	669661	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
IR-Prot.	MISS SIXTY (grafia)		3, 9, 14, 16, 25	Registered	1269782	26-Feb-1997	669661	26-Feb-1997	26-Feb-2017	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (grafia)		25	Registered	734260	18-Feb-1997	734260	06-Sep-2005	18-Feb-2027	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	17005/98	21-Dec-1998	75157	31-Aug-1999	31-Aug-2019	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	7607729	22-Oct-1997	82944	18-Apr-1998	22-Oct-2017	无	SIXTY INTERNATIONAL S.A.	
	MISS SIXTY (grafia)		25	Registered	10944	16-Aug-1997	9523	20-Sep-1998	16-Aug-2017	无	SIXTY INTERNATIONAL S.A.	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
CTM	MISS SIXTY (nuovo logo)		09,18,25	Registered	003112331	27-Mar-2003	003112331	08-Dec-2004	27-Mar-2023	无	MISS SIXTY INVESTMENTS SA	
